commodity,sl_no,district,market,variety,grade,min_price,max_price,modal_price,price_date
Maize,20,Karwar(Uttar Kannad),Haliyala,Hybrid/Local,Local,2000,2150,2050,13 Oct 2025
Maize,21,Karwar(Uttar Kannad),Haliyala,Hybrid/Local,Local,2000,2150,2100,09 Oct 2025
Maize,22,Karwar(Uttar Kannad),Haliyala,Hybrid/Local,Local,2075,2100,2100,08 Oct 2025
Maize,23,Chitradurga,Holalkere,Yellow,Local,0,0,2000,17 Oct 2025
Maize,24,Chitradurga,Holalkere,Yellow,Local,0,0,2000,18 Oct 2025
Maize,25,Chitradurga,Holalkere,Yellow,Local,0,0,2060,21 Oct 2025
Maize,26,Davangere,Jagalur,Hybrid/Local,Local,0,0,1900,14 Oct 2025
Maize,27,Mandya,K.R. Pet,Local,Local,0,0,2000,12 Oct 2025
Maize,28,Mandya,K.R. Pet,Local,Local,0,0,2000,22 Oct 2025
Maize,29,Mandya,K.R. Pet,Local,Local,0,0,2280,08 Oct 2025
Maize,30,Mandya,K.R. Pet,Local,Local,1800,1800,1800,14 Oct 2025
Maize,31,Mysore,K.R.Nagar,Local,Local,0,0,2050,16 Oct 2025
Maize,32,Mysore,K.R.Nagar,Local,Local,0,0,2075,17 Oct 2025
Maize,33,Mysore,K.R.Nagar,Local,Local,0,0,2127,13 Oct 2025
Maize,34,Dharwad,Kalagategi,Local,Local,0,0,2053,13 Oct 2025
Maize,35,Dharwad,Kalagategi,Local,Local,1710,2160,1904,21 Oct 2025
Maize,36,Dharwad,Kalagategi,Local,Local,1800,1800,1800,23 Oct 2025
Maize,37,Dharwad,Kalagategi,Local,Local,1900,1950,1918,18 Oct 2025
Maize,38,Dharwad,Kalagategi,Local,Local,1900,2050,1981,16 Oct 2025
Maize,39,Dharwad,Kalagategi,Local,Local,1900,2100,1970,17 Oct 2025
Maize,40,Dharwad,Kalagategi,Local,Local,1950,2050,1976,15 Oct 2025
Maize,41,Dharwad,Kalagategi,Local,Local,2000,2050,2024,14 Oct 2025
Maize,42,Dharwad,Kalagategi,Local,Local,2100,2100,2100,08 Oct 2025
Maize,43,Dharwad,Kalagategi,Local,Local,2100,2100,2100,09 Oct 2025
Maize,44,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2000,16 Oct 2025
Maize,45,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2000,17 Oct 2025
Maize,46,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2000,18 Oct 2025
Maize,47,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2000,21 Oct 2025
Maize,48,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2000,23 Oct 2025
Maize,49,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2400,06 Oct 2025
Maize,50,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2400,13 Oct 2025
Maize,51,Belgaum,Kudchi,Hybrid/Local,Local,0,0,2400,14 Oct 2025
Maize,52,Karwar(Uttar Kannad),Mundgod,Hybrid/Local,Local,0,0,2000,16 Oct 2025
Maize,53,Karwar(Uttar Kannad),Mundgod,Hybrid/Local,Local,0,0,2100,10 Oct 2025
Maize,54,Karwar(Uttar Kannad),Mundgod,Hybrid/Local,Local,0,0,2150,15 Oct 2025
Maize,55,Karwar(Uttar Kannad),Mundgod,Hybrid/Local,Local,0,0,2200,14 Oct 2025
Maize,56,Mysore,Piriya Pattana,Hybrid/Local,Local,1500,2200,2000,06 Oct 2025
Maize,57,Mysore,Piriya Pattana,Hybrid/Local,Local,1800,2100,1800,12 Oct 2025
Maize,58,Tumkur,Sira,Local,Local,0,0,2085,10 Oct 2025
Maize,59,Tumkur,Sira,Local,Local,0,0,2148,15 Oct 2025
Maize,60,Tumkur,Sira,Local,Local,0,0,2570,14 Oct 2025
Maize,61,Shimoga,Sorabha,Local,Local,0,0,2040,18 Oct 2025
Maize,62,Shimoga,Sorabha,Local,Local,0,0,2050,16 Oct 2025
Maize,63,Shimoga,Sorabha,Local,Local,0,0,2090,21 Oct 2025
Maize,64,Shimoga,Sorabha,Local,Local,0,0,2150,06 Oct 2025
Maize,65,Shimoga,Sorabha,Local,Local,0,0,2200,04 Oct 2025
Coconut,1,Kolar,Bangarpet,Grade-I,Local,15000,30000,24000,08 Oct 2025
Coconut,2,Mangalore(Dakshin Kannad),Belthangdi,Grade-I,Local,4700,7200,6476,14 Oct 2025
Coconut,3,Shimoga,Bhadravathi,Grade-III,Local,16000,16000,16000,14 Oct 2025
Coconut,4,Shimoga,Bhadravathi,Grade-III,Local,26000,26000,26000,15 Oct 2025
Coconut,5,Shimoga,Bhadravathi,Grade-III,Local,27700,27700,27700,18 Oct 2025
Coconut,6,Shimoga,Bhadravathi,Grade-III,Local,28000,28000,28000,16 Oct 2025
Coconut,7,Shimoga,Bhadravathi,Grade-III,Local,34950,34950,34950,17 Oct 2025
Coconut,8,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,11000,16000,13500,23 Oct 2025
Coconut,9,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,14000,29000,20500,08 Oct 2025
Coconut,10,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,14000,29000,22360,10 Oct 2025
Coconut,11,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,14000,35000,26800,13 Oct 2025
Coconut,12,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,15000,20000,18250,18 Oct 2025
Coconut,13,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,15000,21000,17000,21 Oct 2025
Coconut,14,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,15000,21000,17500,09 Oct 2025
Coconut,15,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,15000,29000,22000,06 Oct 2025
Coconut,16,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,15000,29000,22800,16 Oct 2025
Coconut,17,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,17500,22000,20000,03 Oct 2025
Coconut,18,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,19000,29000,24600,17 Oct 2025
Coconut,19,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,19000,29000,24700,14 Oct 2025
Coconut,20,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,29000,29000,29000,04 Oct 2025
Coconut,21,Chamrajnagar,Chamaraj Nagar,Grade-I,Local,29000,29000,29000,15 Oct 2025
Coconut,22,Hassan,Channarayapatna,Grade-III,Local,25000,25000,25000,15 Oct 2025
Coconut,23,Kolar,Chickkaballapura,Grade-I,Local,12000,20000,18000,15 Oct 2025
Coconut,24,Kolar,Chickkaballapura,Grade-I,Local,14000,20000,17000,11 Oct 2025
Coconut,25,Chamrajnagar,Gundlupet,Grade-I,Local,20000,20000,20000,06 Oct 2025
Coconut,26,Chamrajnagar,Gundlupet,Grade-I,Local,20000,31000,20000,17 Oct 2025
Coconut,27,Chamrajnagar,Gundlupet,Grade-I,Local,27000,27000,27000,03 Oct 2025
Coconut,28,Chamrajnagar,Gundlupet,Grade-I,Local,30000,35000,30000,10 Oct 2025
Coconut,29,Hassan,Hassan,Other,Local,35,38,36,16 Oct 2025
Coconut,30,Chitradurga,Hiriyur,Grade-I,Local,16666,16666,16666,08 Oct 2025
Coconut,31,Chitradurga,Hiriyur,Grade-III,Local,25000,25000,25000,06 Oct 2025
Coconut,32,Chitradurga,Holalkere,Grade-I,Local,31150,41470,35348,13 Oct 2025
Coconut,33,Chitradurga,Holalkere,Grade-I,Local,31880,31880,31880,21 Oct 2025
Coconut,34,Chitradurga,Holalkere,Grade-I,Local,32860,32860,32860,08 Oct 2025
Coconut,35,Mandya,K.R. Pet,Grade-I,Local,24500,25000,24500,09 Oct 2025
Coconut,36,Mandya,K.R. Pet,Grade-I,Local,24500,25000,24500,16 Oct 2025
Coconut,37,Mandya,K.R. Pet,Grade-I,Local,29000,29000,29000,14 Oct 2025
Coconut,38,Mandya,K.R. Pet,Grade-I,Local,29000,31000,31000,20 Oct 2025
Coconut,39,Mandya,K.R. Pet,Grade-I,Local,29000,32000,30000,06 Oct 2025
Coconut,40,Mandya,K.R. Pet,Grade-I,Local,29000,35000,30000,03 Oct 2025
Coconut,41,Mandya,K.R. Pet,Grade-I,Local,31000,35000,31000,13 Oct 2025
Coconut,42,Chikmagalur,Koppa,Grade-I,Local,4800,5800,5500,03 Oct 2025
Coconut,43,Chikmagalur,Koppa,Grade-I,Local,4800,5800,5500,06 Oct 2025
Coconut,44,Chikmagalur,Koppa,Grade-I,Local,4800,5800,5500,14 Oct 2025
Coconut,45,Chikmagalur,Koppa,Grade-I,Local,5800,5800,5800,08 Oct 2025
Coconut,46,Chikmagalur,Koppa,Grade-I,Local,5800,5800,5800,12 Oct 2025
Coconut,47,Chikmagalur,Koppa,Grade-I,Local,5800,5800,5800,13 Oct 2025
Coconut,48,Chikmagalur,Koppa,Grade-I,Local,5800,5800,5800,15 Oct 2025
Coconut,49,Karwar(Uttar Kannad),Kumta,Grade-I,Local,22619,47570,36943,16 Oct 2025
Coconut,50,Karwar(Uttar Kannad),Kumta,Grade-I,Local,33091,50070,42253,09 Oct 2025
Coconut,51,Karwar(Uttar Kannad),Kumta,Grade-I,Local,34507,34507,34507,06 Oct 2025
Coconut,52,Karwar(Uttar Kannad),Kumta,Grade-I,Local,35211,39436,38150,22 Oct 2025
Coconut,53,Karwar(Uttar Kannad),Kumta,Grade-I,Local,45126,48514,47689,23 Oct 2025
Coconut,54,Mandya,Maddur,Grade-I,Local,24500,24500,24500,20 Oct 2025
Coconut,55,Mandya,Maddur,Grade-I,Local,24500,35500,29000,10 Oct 2025
Coconut,56,Mandya,Maddur,Grade-I,Local,24500,35500,35500,11 Oct 2025
Coconut,57,Mandya,Maddur,Grade-I,Local,25000,29000,29000,08 Oct 2025
Coconut,58,Mandya,Maddur,Grade-I,Local,25000,34500,34500,12 Oct 2025
Coconut,59,Mandya,Malavalli,Coconut,Local,19,20,19,03 Oct 2025
Coconut,60,Mandya,Malavalli,Coconut,Local,19,20,19,07 Oct 2025
Coconut,61,Mandya,Malavalli,Coconut,Local,19,21,19,09 Oct 2025
Coconut,62,Mandya,Malavalli,Coconut,Local,19,21,19,13 Oct 2025
Coconut,63,Mangalore(Dakshin Kannad),Mangalore,Medium,Local,28000,35000,30000,06 Oct 2025
Coconut,64,Mangalore(Dakshin Kannad),Mangalore,Medium,Local,28000,35000,32000,16 Oct 2025
Coconut,65,Mysore,Mysore (Bandipalya),Grade-I,Ref grade-1,33000,33000,33000,07 Oct 2025
Coconut,66,Bangalore,Ramanagara,Grade-I,Local,18400,35000,25000,07 Oct 2025
Coconut,67,Bangalore,Ramanagara,Grade-I,Local,23000,25000,24000,15 Oct 2025
Coconut,68,Tumkur,Sira,Grade-III,Local,25000,31000,29000,20 Oct 2025
Coconut,69,Tumkur,Sira,Grade-III,Local,25000,34000,29890,10 Oct 2025
Coconut,70,Tumkur,Sira,Grade-III,Local,30000,33600,32680,15 Oct 2025
Coconut,71,Karwar(Uttar Kannad),Sirsi,Grade-I,Local,5000,7767,7500,15 Oct 2025
Coconut,72,Karwar(Uttar Kannad),Sirsi,Grade-I,Local,5900,7611,6535,04 Oct 2025
Coconut,73,Karwar(Uttar Kannad),Sirsi,Grade-I,Local,6000,7711,7000,11 Oct 2025
Coconut,74,Karwar(Uttar Kannad),Sirsi,Grade-I,Local,6010,7681,6829,08 Oct 2025
Coconut,75,Madikeri(Kodagu),Somvarpet,Grade-III,Ref grade-1,2000,2000,2000,15 Oct 2025
Coconut,76,Mandya,Srirangapattana,Grade-I,Local,30000,30000,30000,06 Oct 2025
Coconut,77,Mandya,Srirangapattana,Grade-I,Local,39000,39000,39000,12 Oct 2025
Coconut,78,Mangalore(Dakshin Kannad),Sulya,Grade-I,Local,2300,3600,3000,16 Oct 2025
Coconut,79,Mangalore(Dakshin Kannad),Sulya,Grade-I,Local,2500,3500,3000,03 Oct 2025
Coconut,80,Mangalore(Dakshin Kannad),Sulya,Grade-I,Local,2500,3500,3000,04 Oct 2025
Coconut,81,Mangalore(Dakshin Kannad),Sulya,Grade-I,Local,2500,3700,3000,23 Oct 2025
Coconut,82,Tumkur,Tumkur,Coconut,Local,20000,40000,32000,10 Oct 2025
Coconut,83,Tumkur,Tumkur,Coconut,Local,22000,40000,32000,16 Oct 2025
Coconut,84,Tumkur,Tumkur,Coconut,Local,22000,42000,30000,15 Oct 2025
Coconut,85,Tumkur,Tumkur,Coconut,Local,24000,40000,32000,09 Oct 2025
Coconut,86,Tumkur,Tumkur,Coconut,Local,24000,42000,32000,08 Oct 2025
Wheat,1,Shimoga,Bhadravathi,Local,Local,3150,3150,3150,08 Oct 2025
Wheat,2,Shimoga,Bhadravathi,Local,Local,3700,3700,3700,14 Oct 2025
Wheat,3,Shimoga,Bhadravathi,Local,Local,4000,4000,4000,16 Oct 2025
Wheat,4,Bellary,Hospet,Other,Local,3200,3500,3200,05 Oct 2025
Wheat,5,Bellary,Hospet,Other,Local,3500,3525,3500,17 Oct 2025
Wheat,6,Dharwad,Hubli (Amaragol),Jawari,Local,2310,3229,3091,04 Oct 2025
Wheat,7,Dharwad,Hubli (Amaragol),Jawari,Local,2310,3552,3283,15 Oct 2025
Wheat,8,Dharwad,Hubli (Amaragol),Jawari,Local,2329,4002,3028,16 Oct 2025
Wheat,9,Dharwad,Hubli (Amaragol),Jawari,Local,2410,2410,2410,14 Oct 2025
Wheat,10,Dharwad,Hubli (Amaragol),Jawari,Local,2429,4121,2602,13 Oct 2025
Wheat,11,Dharwad,Hubli (Amaragol),Jawari,Local,2509,4235,3021,18 Oct 2025
Wheat,12,Dharwad,Hubli (Amaragol),Jawari,Local,2611,3052,2926,08 Oct 2025
Wheat,13,Dharwad,Hubli (Amaragol),Jawari,Local,3011,3011,3011,09 Oct 2025
Wheat,14,Dharwad,Kalagategi,Local,Local,2850,2850,2850,08 Oct 2025
Wheat,15,Chikmagalur,Koppa,Other,Local,1700,1900,1800,13 Oct 2025
Wheat,16,Chikmagalur,Koppa,Other,Local,1700,1900,1800,14 Oct 2025
Wheat,17,Mysore,Mysore (Bandipalya),Local,Ref grade-1,3303,3660,3456,08 Oct 2025
Wheat,18,Mysore,Mysore (Bandipalya),Local,Ref grade-1,3330,3330,3330,10 Oct 2025
Wheat,19,Mysore,Mysore (Bandipalya),Local,Ref grade-1,3330,3455,3335,15 Oct 2025
Wheat,20,Shimoga,Shimoga,Super Fine,Local,3400,4200,3800,03 Oct 2025
Wheat,21,Shimoga,Shimoga,Super Fine,Local,3400,4200,3800,09 Oct 2025
Wheat,22,Shimoga,Shimoga,Super Fine,Local,3400,4400,3900,08 Oct 2025
Wheat,23,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,04 Oct 2025
Wheat,24,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,06 Oct 2025
Wheat,25,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,10 Oct 2025
Wheat,26,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,13 Oct 2025
Wheat,27,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,14 Oct 2025
Wheat,28,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,15 Oct 2025
Wheat,29,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,17 Oct 2025
Wheat,30,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,18 Oct 2025
Wheat,31,Shimoga,Shimoga,Super Fine,Local,3500,4200,3850,21 Oct 2025
Rice,1,Kolar,Bangarpet,Broken Rice,Local,1500,2500,2000,03 Oct 2025
Rice,2,Kolar,Bangarpet,Broken Rice,Local,1700,2500,2000,21 Oct 2025
Rice,3,Kolar,Bangarpet,Broken Rice,Local,1800,2400,2000,10 Oct 2025
Rice,4,Kolar,Bangarpet,Broken Rice,Local,2000,2700,2500,18 Oct 2025
Rice,5,Kolar,Bangarpet,IR 20,Local,2000,2500,2300,03 Oct 2025
Rice,6,Kolar,Bangarpet,IR 20,Local,2800,4000,3000,10 Oct 2025
Rice,7,Kolar,Bangarpet,IR 20,Local,3000,3500,3000,18 Oct 2025
Rice,8,Kolar,Bangarpet,IR 20,Local,4000,4500,4200,21 Oct 2025
Rice,9,Shimoga,Bhadravathi,Broken Rice,Local,2400,2400,2400,14 Oct 2025
Rice,10,Shimoga,Bhadravathi,Broken Rice,Local,2400,2400,2400,16 Oct 2025
Rice,11,Shimoga,Bhadravathi,Broken Rice,Local,2400,2400,2400,17 Oct 2025
Rice,12,Shimoga,Bhadravathi,Medium,Local,2400,2400,2400,23 Oct 2025
Rice,13,Shimoga,Bhadravathi,Medium,Local,2400,4200,2745,17 Oct 2025
Rice,14,Shimoga,Bhadravathi,Medium,Local,2450,2450,2450,16 Oct 2025
Rice,15,Shimoga,Bhadravathi,Medium,Local,2500,2500,2500,13 Oct 2025
Rice,16,Shimoga,Bhadravathi,Medium,Local,2500,2500,2500,15 Oct 2025
Rice,17,Shimoga,Bhadravathi,Medium,Local,2600,2600,2600,14 Oct 2025
Rice,18,Chamrajnagar,Chamaraj Nagar,Other,Local,2250,2250,2250,23 Oct 2025
Rice,19,Kolar,Chickkaballapura,Broken Rice,Local,3800,5900,5072,18 Oct 2025
Rice,20,Chikmagalur,Chikkamagalore,Other,Local,2800,2800,2800,13 Oct 2025
Rice,21,Koppal,Gangavathi,Broken Rice,Local,2200,2300,2210,13 Oct 2025
Rice,22,Koppal,Gangavathi,Broken Rice,Local,2250,2250,2250,14 Oct 2025
Rice,23,Koppal,Gangavathi,Broken Rice,Local,2300,2300,2300,04 Oct 2025
Rice,24,Koppal,Gangavathi,Broken Rice,Local,2300,2300,2300,15 Oct 2025
Rice,25,Koppal,Gangavathi,Broken Rice,Local,2300,2300,2300,16 Oct 2025
Rice,26,Koppal,Gangavathi,Broken Rice,Local,2300,2480,2300,08 Oct 2025
Rice,27,Koppal,Gangavathi,Other,Local,2300,2600,2450,15 Oct 2025
Rice,28,Koppal,Gangavathi,Other,Local,2300,3595,2800,03 Oct 2025
Rice,29,Koppal,Gangavathi,Other,Local,2350,2800,2550,21 Oct 2025
Rice,30,Koppal,Gangavathi,Other,Local,2350,3420,2790,17 Oct 2025
Rice,31,Koppal,Gangavathi,Other,Local,2400,2754,2725,16 Oct 2025
Rice,32,Koppal,Gangavathi,Other,Local,2400,2790,2755,18 Oct 2025
Rice,33,Koppal,Gangavathi,Other,Local,2400,2857,2780,14 Oct 2025
Rice,34,Koppal,Gangavathi,Other,Local,2400,2870,2600,09 Oct 2025
Rice,35,Koppal,Gangavathi,Other,Local,2400,3700,2850,08 Oct 2025
Rice,36,Koppal,Gangavathi,Other,Local,2400,4200,2850,13 Oct 2025
Rice,37,Koppal,Gangavathi,Other,Local,2580,2876,2810,06 Oct 2025
Rice,38,Hassan,Hassan,Other,Local,2470,2470,2470,16 Oct 2025
Rice,39,Bellary,Hospet,Medium,Local,3600,4000,4000,08 Oct 2025
Rice,40,Bellary,Hospet,Medium,Local,4000,4000,4000,14 Oct 2025
Rice,41,Mandya,K.R. Pet,Coarse,Local,2400,2400,2400,09 Oct 2025
Rice,42,Mandya,K.R. Pet,Coarse,Local,2500,2500,2500,14 Oct 2025
Rice,43,Dharwad,Kalagategi,CR 1009 (Coarse) Boiled,Local,2900,2900,2900,23 Oct 2025
Rice,44,Kalburgi,Kalburgi,Broken Rice,Local,2800,4600,3900,09 Oct 2025
Rice,45,Kalburgi,Kalburgi,Broken Rice,Local,2900,4100,3600,06 Oct 2025
Rice,46,Kalburgi,Kalburgi,Broken Rice,Local,2900,4400,3500,23 Oct 2025
Rice,47,Kalburgi,Kalburgi,Broken Rice,Local,2900,4400,3600,14 Oct 2025
Rice,48,Kalburgi,Kalburgi,Broken Rice,Local,2900,4450,3650,16 Oct 2025
Rice,49,Kalburgi,Kalburgi,Broken Rice,Local,2950,4150,3600,03 Oct 2025
Rice,50,Kalburgi,Kalburgi,Broken Rice,Local,3000,4000,3700,11 Oct 2025
Rice,51,Kalburgi,Kalburgi,Broken Rice,Local,3000,4200,3700,08 Oct 2025
Rice,52,Kalburgi,Kalburgi,Broken Rice,Local,3000,4500,3500,15 Oct 2025
Rice,53,Kalburgi,Kalburgi,Broken Rice,Local,3000,4500,3600,17 Oct 2025
Rice,54,Kalburgi,Kalburgi,Coarse,Local,3700,4700,4300,23 Oct 2025
Rice,55,Kalburgi,Kalburgi,Coarse,Local,3800,4800,4400,17 Oct 2025
Rice,56,Kalburgi,Kalburgi,Coarse,Local,3900,5000,4700,16 Oct 2025
Rice,57,Kalburgi,Kalburgi,Coarse,Local,4000,5000,4350,03 Oct 2025
Rice,58,Kalburgi,Kalburgi,Coarse,Local,4000,5000,4600,11 Oct 2025
Rice,59,Kalburgi,Kalburgi,Coarse,Local,4000,5050,4800,15 Oct 2025
Rice,60,Kalburgi,Kalburgi,Coarse,Local,4000,5100,4600,08 Oct 2025
Rice,61,Kalburgi,Kalburgi,Coarse,Local,4000,5150,4900,14 Oct 2025
Rice,62,Kalburgi,Kalburgi,Coarse,Local,4000,5300,4800,09 Oct 2025
Rice,63,Kalburgi,Kalburgi,Coarse,Local,4100,5150,4700,06 Oct 2025
Rice,64,Kalburgi,Kalburgi,Fine,Local,4350,5850,5100,03 Oct 2025
Rice,65,Kalburgi,Kalburgi,Fine,Local,4350,5900,5300,11 Oct 2025
Rice,66,Kalburgi,Kalburgi,Fine,Local,4400,5900,5200,06 Oct 2025
Rice,67,Kalburgi,Kalburgi,Fine,Local,4400,6200,5500,09 Oct 2025
Rice,68,Kalburgi,Kalburgi,Fine,Local,4500,6000,5350,08 Oct 2025
Rice,69,Kalburgi,Kalburgi,Fine,Local,4500,6250,5550,15 Oct 2025
Rice,70,Kalburgi,Kalburgi,Fine,Local,4600,6200,5500,14 Oct 2025
Rice,71,Kalburgi,Kalburgi,Fine,Local,4600,6200,5500,17 Oct 2025
Rice,72,Kalburgi,Kalburgi,Fine,Local,4650,6300,5600,16 Oct 2025
Rice,73,Kalburgi,Kalburgi,Fine,Local,4700,6300,5600,23 Oct 2025
Rice,74,Chikmagalur,Koppa,Jaya,Local,2800,2800,2800,03 Oct 2025
Rice,75,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,04 Oct 2025
Rice,76,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,06 Oct 2025
Rice,77,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,09 Oct 2025
Rice,78,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,13 Oct 2025
Rice,79,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,14 Oct 2025
Rice,80,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,15 Oct 2025
Rice,81,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,21 Oct 2025
Rice,82,Karwar(Uttar Kannad),Kumta,Dappa,Local,2300,2300,2300,22 Oct 2025
Rice,83,Mandya,Maddur,Broken Rice,Local,1600,1600,1600,20 Oct 2025
Rice,84,Mandya,Maddur,Other,Local,2600,2600,2600,20 Oct 2025
Rice,85,Kolar,Malur,Sona,Local,3500,5000,3900,15 Oct 2025
Rice,86,Karwar(Uttar Kannad),Mundgod,Kachha Basmati,FAQ,2600,2810,2600,03 Oct 2025
Rice,87,Karwar(Uttar Kannad),Mundgod,Kachha Basmati,Local,2630,2800,2680,16 Oct 2025
Rice,88,Mysore,Mysore (Bandipalya),Basumathi,Ref grade-1,7992,7992,7992,14 Oct 2025
Rice,89,Mysore,Mysore (Bandipalya),Basumathi,Ref grade-1,8052,8052,8052,08 Oct 2025
Rice,90,Mysore,Mysore (Bandipalya),Basumathi,Ref grade-1,9262,14243,9816,03 Oct 2025
Rice,91,Mysore,Mysore (Bandipalya),Basumathi,Ref grade-1,9469,9469,9469,16 Oct 2025
Rice,92,Mysore,Mysore (Bandipalya),Broken Rice,Ref grade-1,2200,2200,2200,03 Oct 2025
Rice,93,Mysore,Mysore (Bandipalya),Broken Rice,Ref grade-1,2300,2300,2300,07 Oct 2025
Rice,94,Mysore,Mysore (Bandipalya),Broken Rice,Ref grade-1,2300,2300,2300,11 Oct 2025
Rice,95,Mysore,Mysore (Bandipalya),Broken Rice,Ref grade-1,2300,2400,2400,16 Oct 2025
Rice,96,Mysore,Mysore (Bandipalya),Fine,Ref grade-1,5475,7065,6951,14 Oct 2025
Rice,97,Mysore,Mysore (Bandipalya),Fine,Ref grade-1,5475,8128,7835,08 Oct 2025
Rice,98,Mysore,Mysore (Bandipalya),Fine,Ref grade-1,6790,7115,7065,15 Oct 2025
Rice,99,Mysore,Mysore (Bandipalya),Fine,Ref grade-1,7115,7115,7115,16 Oct 2025
Rice,100,Mysore,Mysore (Bandipalya),Fine,Ref grade-1,7885,7885,7885,03 Oct 2025
Rice,101,Mysore,Mysore (Bandipalya),Medium,Ref grade-1,3007,4046,4046,15 Oct 2025
Rice,102,Mysore,Mysore (Bandipalya),Medium,Ref grade-1,3103,4000,3880,03 Oct 2025
Rice,103,Mysore,Mysore (Bandipalya),Medium,Ref grade-1,4000,4000,4000,14 Oct 2025
Rice,104,Mysore,Mysore (Bandipalya),Medium,Ref grade-1,4000,4000,4000,16 Oct 2025
Rice,105,Mandya,Pandavapura,Other,Local,2600,2600,2600,03 Oct 2025
Rice,106,Bangalore,Ramanagara,Fine,Local,6000,6800,6400,20 Oct 2025
Rice,107,Shimoga,Shimoga(Theertahalli),Coarse,Ref grade-1,4000,4000,4000,03 Oct 2025
Rice,108,Madikeri(Kodagu),Somvarpet,Sarbati Raw,Ref grade-1,2700,2700,2700,14 Oct 2025
Rice,109,Madikeri(Kodagu),Somvarpet,Sarbati Raw,Ref grade-1,2700,2700,2700,23 Oct 2025
Rice,110,Madikeri(Kodagu),Somvarpet,Sarbati Raw,Ref grade-1,2700,4700,2700,08 Oct 2025
Rice,111,Mandya,Srirangapattana,Broken Rice,Local,3150,3150,3150,15 Oct 2025
Rice,112,Mandya,Srirangapattana,Medium,Local,2200,2200,2200,15 Oct 2025
Rice,113,Tumkur,Tumkur,Other,Local,2900,4600,3600,08 Oct 2025
Rice,114,Tumkur,Tumkur,Other,Local,3600,5600,4200,09 Oct 2025
Rice,115,Tumkur,Tumkur,Other,Local,3600,5600,4200,14 Oct 2025
Rice,116,Tumkur,Tumkur,Other,Local,3600,5900,4600,06 Oct 2025
Rice,117,Tumkur,Tumkur,Other,Local,3800,5600,4200,13 Oct 2025
Rice,118,Tumkur,Tumkur,Other,Local,3800,5900,4800,10 Oct 2025
Groundnut,1,Chitradurga,Chitradurga,Natte,Local,2000,7370,5158,15 Oct 2025
Groundnut,2,Chitradurga,Chitradurga,Natte,Local,2009,7211,4968,06 Oct 2025
Groundnut,3,Chitradurga,Chitradurga,Natte,Local,2489,7329,5185,08 Oct 2025
Groundnut,4,Chitradurga,Chitradurga,Natte,Local,2519,7151,5332,10 Oct 2025
Groundnut,5,Chitradurga,Chitradurga,Natte,Local,2689,7355,5391,13 Oct 2025
Groundnut,6,Tumkur,Sira,Other,Local,0,0,5214,15 Oct 2025
Groundnut,7,Tumkur,Sira,Other,Local,0,0,5309,20 Oct 2025
Groundnut,8,Tumkur,Sira,Other,Local,0,0,5389,14 Oct 2025
Groundnut,9,Tumkur,Sira,Other,Local,0,0,6110,13 Oct 2025
Groundnut,10,Tumkur,Sira,Other,Local,0,0,6142,10 Oct 2025
